nivel,entidad,programa,subprograma,anho,monto,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)",7- CRIA DE BOVINOS SENSIBLES APTOS PARA REALIZAR PRUEBAS LABORATORIALES CONTRA LA FIEBRE AFTOSA,2013,1309050122,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,4- *,2015,1305066252,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,4- *,2013,1302763668,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS",17- *,2014,1302571914,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,2- *,2014,1301121838,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,19- *,0- 0,2011,1300324241,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,5- *,1- *,2011,1296041214,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,6- *,1- *,2012,1294795898,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,7- *,1- *,2012,1293861278,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL CONSUM (...)",4- OFRECER ALIMENTOS DE ORIGEN ANIMAL INOCUOS PARA CONSUMO HUMANO Y ANIMAL,2013,1293121265,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,6- *,2013,1289744436,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,2- *,1- CLCE,2012,1283926063,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,6- *,1- SISTEMA NACIONAL DE CALIDAD FORTALECIDO,2015,1283848843,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2012,1282838442,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"3- GUARDA Y CUSTODIA DE MUJERES QUE VIOLAN LAS LEYES
",2012,1282466054,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"3- GUARDA Y CUSTODIA DE MUJERES QUE VIOLAN LAS LEYES
",2014,1282389026,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2014,1280229562,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2015,1278155787,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,7- INSCRIPCIONES,0- *,2013,1275441220,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,2- *,2012,1275056427,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,8- *,2- *,2013,1273894731,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"2- - ATENCIÓN DE 10.300 ALUMNOS EN LOS CURSOS DE GRADO, CARRERAS DE DERECHO, NOTARIADO, CIENCIAS SOCIALES Y POLITICAS DE LA SEDE CENNTRAL Y LAS 9 FILIALES DEL INTERIOR DEL PAIS.
- ATENCION DE 2.100 ALUMNOS EN EL CURSO DE ADMISION, SEDE CENTRAL Y FILIALES.
 (...)","7- FORMACION DE PROFESIONALES UNIVERSITARIOS EN LA FILIAL DE LA FACULTAD DE DERECHO EN SAN PEDRO, MEDIANTE EL DESARROLLO DE LOS CURSOS DE GRADO.",2011,1270387641,,
15-OTROS ORGANISMOS DEL ESTADO,01-DEFENSORÍA DEL PUEBLO,2- *,0- 0,2014,1269892880,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- * GARANTIZAR LA CALIDAD E INOCUIDAD DE LOS PRODUCTOS Y SUBPRODUCTOS   DE ORIGEN ANIMAL.
* OPTIMIZAR EL SISTEMA SANITARIO ANIMAL.
* MANTENER LOS  STATUS SANITARIOS LOGRADOS.
* GARANTIZAR LAS CERTIFICACIONES ZOOSANITARIAS Y DE CALIDAD DE LOS   ESTABLECIMI (...)",8- ASISTENCIA TÉCNICA INTEGRAL A PRODUCTORES,2011,1268444151,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"7- FORMACION, CAPACITACION Y ESPECIALIZACION DEL PERSONAL EN ACTIVIDADES RELACIONADAS AL EMPLEO RAPIDO DE TROPAS, EQUIPOS Y MATERIALES, EN APOYO A LA DEFENSA CIVIL Y ORGANOS DE LA DEFENSA INTERNA",2014,1267062540,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,3- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),3- FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS-CARRERA DE INGENIERIA INFORMATICA EMPRESARIAL,2014,1266277987,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,"2- -PROYECTOS DE LEYES, ORDENANZAS Y RESOLUCIONES DICTADAS.
-ACUERDOS Y CONVENIOS APROBADOS.",0- *,2011,1262007843,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,5- *,0- *,2012,1261402870,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,6- *,2015,1258193325,,
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- *,10- *,2016,1252082171,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,6- *,2012,1251264352,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,3- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),"2- FACULTAD DE CIENCIAS ECONOMICAS Y ADMINISTRATIVAS, CARRERA DE CIENCIAS CONTABLES.-",2012,1250597184,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"1- CAPACITACION EN ALTOS ESTUDIOS ESTRATEGICOS DE DEFENSA Y DESARROLLO ECONOMICO NACIONAL.
ESTUDIAR COMO AFECTARA AL IAEE LA REESTRUCTURACION DEL CONSEJO NACIONAL DE LA DEFENSA.
ELABORAR LOS MANUALES DE FUNCIONES  Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
 (...)",2011,1250333667,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,10- GUARDA Y CUSTODIA DE RECLUSOS,2014,1247118852,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,9- VIVIENDAS ENCUESTADAS,3- *,2014,1244821172,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,14- *,0- *,2014,1238735550,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.","3- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",2016,1236916708,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"6- - 45.000 PARTICIPACIONES EN FUNCION AL CUMPLIMIENTO DE LAS NORMAS LABORALES (MEDIACIÓN, CONCILIACIÓN Y ARBITRAJE, INSPECCIONES DE HIGIENE Y SEGURIDAD",3- *,2013,1232932851,,
27-ENTIDADES FINANCIERAS OFICIALES,04-FONDO GANADERO,1- ASISTENCIA TÉCNICA Y FINANCIERA AL SECTOR PECUARIO NACIONAL.,0- *,2016,1232853336,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,14- *,0- *,2014,1228671404,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,3- *,2014,1226662005,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",1- CAPACITAR A PROFESIONALES EN LAS DISTINTAS AREAS DEL SABER HUMANO,2015,1224516210,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,5- *,0- *,2014,1223897512,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,20-INSTITUTO FORESTAL NACIONAL,3- *,0- *,2011,1223567355,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",4- *,2011,1223543756,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",2- *,2011,1221955273,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,4- *,2011,1221802774,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,15-DIRECCION NACIONAL DE ADUANAS,1- *,0- *,2014,1219450086,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","11- RESOLUCION S.G. Nº 235, DE FECHA 03/05/1994, POR LA CUAL SE REORGANIZA EL DPTO. DE ENF.NO TRANSMISIBLES CREANDO UN EQUIPO TECNICO DE LOS DIFERENTES PROGRAMAS. EL M.S.P. Y B.S., RESUELVE INTEGRAR UN EQUIPO TECNICO CON EL OBJETIVO DE ELABORAR EL PROGRAMA (...)",2012,1217342072,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,9- *,2013,1211815646,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,5- *,2- *,2014,1211490826,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",11- FILIAL DE SAN PEDRO,2011,1211178470,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,"1- SON TODAS LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y  MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL, VOLVER A SUS PRODUCTOS Y SUBPRODUCTOS MAS COMPETITIVOS GARANTIZANDO SU INOCUIDAD PARA EL (...)","4- CONSISTE EN ACCIONES TENDIENTES A CERTIFICAR LA INOCUIDAD DE LOS PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL MEDIANTE CONTROLES, INSPECCIONES, FISCALIZACIONES, VERIFICACIONES  Y AUDITORIAS A ESTABLECIMIENTOS QUE MANIPULAN Y PROCESAN ESTOS PRODUCTOS (FRIGO (...)",2012,1210256777,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,4- *,2014,1210201881,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,3- *,1- *,2011,1209523456,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",11- FILIAL DE SAN PEDRO,2012,1209228015,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"6- GUARDA Y CUSTODIA DE RECLUSOS
",2011,1208948561,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,17- N/A,"7- ES EL PROGRAMA ENCARGADO DEL ANALISIS E INVESTIGACIÓN DEL SUELO DE LA REGIÓN DE MANERA A OBTENER AGUA PARA LAS ZONAS MÁS AFECTADAS POR LAS CONSTANTES SEQUÍAS, CARACTERISTICA DE LA REGION CHAQUEÑA.",2011,1207671549,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,"5- ES LA SECRETARÍA ENCARGADA  DE EJCUTAR PLANES, PROGRAMAS Y PROYECTOS A NIVEL DE DESARROLLO AMBIENTAL DEL DPTO.",2012,1207468635,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- N/A,6- *,2011,1206898732,,
14-CONTRALORÍA GENERAL DE LA REPÚBLICA,01-CONTRALORÍA GENERAL DE LA REPÚBLICA,1- *,0- 0,2011,1206025241,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,17- *,0- *,2011,1204990239,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,5- *,2015,1204537702,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"7- FORMACION, CAPACITACION Y ESPECIALIZACION DEL PERSONAL EN ACTIVIDADES RELACIONADAS AL EMPLEO RAPIDO DE TROPAS, EQUIPOS Y MATERIALES, EN APOYO A LA DEFENSA CIVIL Y ORGANOS DE LA DEFENSA INTERNA",2015,1204404808,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,"3- PROMOCION DE ACCIONES DE APOYO A SECTOR DESARROLLO SOCIAL, FAMILIAS DE SECTORES VULNERABLES, ENTIDADES SIN FINES DE LUCRO, COMUNIDAD INDIGENA.",2015,1201013878,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"7- EL GOBIERNO DEPARTAMENTAL A TRAVES DE LA SECRETARIA DE ACCION SOCIAL, TIENE COMO OBJETIVO........",2014,1196375487,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,7- TOTAL DE ALUMNOS FORMADOS EN EL AREA DE LAS CIENCIAS AGROPECUARIAS POR AÑO.,1- *,2012,1192698636,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,1- *,6- *,2011,1191568032,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,13- *,0- *,2015,1183744024,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"7- -PROMOCIONES Y PREVENCIONES REALIZADAS.
-CONSULTA E INVESTIGACIONES CONCLUIDAS.
-CAPACITACIONES REALIZADAS","11- RESOLUCION S.G. Nº 235, DE FECHA 03/05/1994, POR LA CUAL SE REORGANIZA EL DPTO. DE ENF.NO TRANSMISIBLES CREANDO UN EQUIPO TECNICO DE LOS DIFERENTES PROGRAMAS. EL M.S.P. Y B.S., RESUELVE INTEGRAR UN EQUIPO TECNICO CON EL OBJETIVO DE ELABORAR EL PROGRAMA (...)",2011,1182435260,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2013,1182280082,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,13- *,0- *,2013,1181858808,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,4- *,2012,1180523418,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,19- *,0- 0,2012,1180439780,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,13- *,1- *,2013,1178864204,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",7- *,2015,1177880451,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,31- *,2012,1176944918,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,2- -REALIZACION DE 2000 SERV DE PREVENC DE HECHOS PUNIBLES- ATENCION DE 984 CASOS EN BIENESTAR POLICIAL- INVESTIGACION DE 1150 HECHOS PUNIBLES- REALIZAC DE 480 INTERVENCIONES DE APOYO TACTICO- CAPACITACION DE 4603 OFIC Y SUBOFIC- ELABORACION DE 892000 DOCU (...),2- CONSISTE EN ATENDER Y DESPACHAR LLAMADA DE EMERGENCIA A PATRULLEROS Y BOMBEROS PARA UNA INTERVENCION RÁPIDA Y EFICAZ,2014,1174168708,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,10- *,2013,1174095884,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,7- TOTAL DE ALUMNOS FORMADOS EN EL AREA DE LAS CIENCIAS AGROPECUARIAS POR AÑO.,1- *,2013,1173233441,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,"3- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,2012,1170786927,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,4- *,2015,1170359341,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",8- *,2013,1169038990,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,2- *,1- CLCE,2013,1168269249,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"1- ORGANISMO QUE TIENE LA MISION DE COMADAR LAS FUERZAS ARMADAS DE LA NACION Y LA RESPONSABILIDAD EN LA PREPARACION DEL PERSONAL MILITAR Y DE SU ESTRUCTURA INTEGRAL COMO UN TODO, PARA EL EFICIENTE DESEMPEÑO DE LAS FUNCIONES QUE CORRESPONDE A LAS FUERZAS AR (...)",2014,1168201360,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,2014,1164942647,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,4- *,2013,1163923514,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,"5- MEJORAR LA CALIDAD DE VIDA RURAL, PRESERVANDO LOS RECURSOS NATURALES, HACIENDO EFECTIVA Y EFICAZ LA COMERCIALIZACION DE LA PRODUCCION RESULTANTE DE LAS CAPACITACIONES E INVERSIONES TECNOLOGICAS, CON EL ACCESO A CREDITOS A LARGO PLAZO, CAMINOS RURALES ME (...)",2012,1162899578,,
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,1- PROCESO DE FORTALECIMIENTO INSTITUCIONAL PARA IMPLEMENTAR LA COOPERACIÓN TECNICA QUE CONTRIBUYA  AL AREFORMA INSTITUCIONAL DEL CAH.,0- *,2015,1155845082,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"6- - 45.000 PARTICIPACIONES EN FUNCION AL CUMPLIMIENTO DE LAS NORMAS LABORALES (MEDIACIÓN, CONCILIACIÓN Y ARBITRAJE, INSPECCIONES DE HIGIENE Y SEGURIDAD",1- *,2014,1154334673,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,2- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),"2- FACULTAD DE CIENCIAS AGRARIAS, CARRERA DE LICENCIATURA EN ADMINISTRACION AGROPECUARIA.-",2012,1152924097,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL. CONTRIBUIR CON LA CALIDAD E INOCUIDAD DE PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL VOLVIENDOLOS (...),5- CRIA DE ANIMALES BOVINOS SENSIBLES A LA FIEBRE AFTOSA EN CONDICIONES DE BIOSEGURIDAD Y PUESTOS A DISPOSICION DEL LABORATORIO DEL SENACSA PARA LAS PRUEBAS LABORATORIALES DE CONTROL DE BIOLOGICOS.,2015,1151384600,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,13- *,0- *,2012,1150754044,,
