nivel,entidad,programa,subprgrama,monto,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,"3- EL PROGRAMA DE DESARROLLO AGRICOLA DE LA REGION ORIENTAL DEL PARAGUAY, MAS CONOCIDO COMO PROGRAMA 2KR, SE BASAMENTA EN LA LEY NO. 748/79 DEL 17 DE JULIO DE 1979, QUE APRUEBA EL ACUERDO SOBRE COOPERACION TECNICA ENTRE EL GOBIERNO DE LA REPUBLICA DEL PARA (...)",2232769980,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"2- 1 - LOGRAR LA REVERSIÓN DE LA SITUACIÓN DE LA BALANZA COMERCIAL.
2 - DISMINUIR LA INFORMALIDAD EN EL COMERCIO DE SERVICIOS.
3 - ORDENAR Y REGLAMENTAR EL MERCADO DE COMBUSTIBLES DERIVADOS DEL PETRÓLEO.
4 - PROTEGER, REGULAR, DIFUNDIR LOS DERECHOS DEL CON (...)",2- *,2169008291,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,29-CONSEJO NACIONAL DE EDUCACION SUPERIOR,1- *,0- *,2145744788,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,4- *,2124820612,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,5- *,2098497247,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",9- *,2090018333,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","10- CONSISTE EN NORMATIZAR, CAPACITAR, DIRIGIR, COORDINAR Y MONITOREAR LA EJECUCION DE LOS PROGRAMAS, PLANES Y PROYECTOS DE SALUD SEXUAL Y REPRODUCTIVA, CON ENFASIS EN LA SALUD DE LA MUJER, LA MADRE Y EL NEONATO, EN LO REFERENTE A ACCIONES DE PROMOCION, PR (...)",2085092938,,,
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,"1- FORMACION DE PROFESIONALES UNIVERSITARIOS Y SUPERIOR, ESTIMULANDO EL ESPIRITU CREATIVO, INVESTIGATIVO TENDIENTE A FOMENTAR LA PRODUCCION, E INNOVACION DE CARACTER CIENTIFICO EDUCATIVO Y ARTISTICO EN EL AMBITO LOCAL, NACIONAL E INTERNACIONAL PARA EL FORT (...)",6- FACULTAD DE CIENCIAS EXACTAS Y TECNOLOGICAS,2065449585,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,17-INSTITUTO PARAGUAYO DE ARTESANIA,1- SON LAS ACTIVIDADES DINÁMICAS REALIZADAS CON EL FIN DE LOGRAR EL FORTALECIMIENTO TOTAL DEL SECTOR ARTESANAL PARA MEJORAR LA CALIDAD DE VIDA DE LOS ARTESANOS.,0- *,2058823831,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,1- *,"2- SAN PEDRO, TIENE LOS MAS ALTOS INDICES DE  DESNUTRICION CRONICA EN ESCOLARES, FALTA DE CONSUMO ADECUADO DE MICRONUTRIENTES.LAS ENFERMEDADES MAS COMUNES EN LA POBLACION INFANTIL SON LAS INFECCIONES RESPIRATORIAS AGUDAS, DIARREAS, PARASITOSIS Y CARENCIALE (...)",2042433887,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,3- *,2024365671,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,1- *,2017255842,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,"1- CONJUNTO DE INTERVENCIONES EN DISTINTOS NIVELES DEL SECTOR SALUD QUE TENDRÁN UN ALTO IMPACTO A NIVEL SOCIAL AL PERMITIR ACCESO A LA POBLACIÓN DE 0 A 5 AÑOS A PROMOCIÓN DE PAUTAS DE CRIANZA, EDUCACIÓN PARA PADRES Y ASPECTOS RELACIONADOS A LA PREVENCIÓN D (...)",1988830069,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,15- CONSEJO NACIONAL DE EDUCACION Y CULTURA - CONEC,1978449003,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,20-INSTITUTO FORESTAL NACIONAL,2- APROBACION Y FISCALIZACION DE PLANES DE MANEJO Y/O USO DE LA TIERRA,0- *,1891008863,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"2- MONTAJE DE UN LABORATORIO DE BIOTECNOLOGÍA EN PARAGUAY, PARA INVESTIGACIONES CONJUNTAS RELACIONADAS CON PROBLEMAS DE SALUD DE LOS PASÍSES DEL MERCOSUR. CAPACITACIÓN A NIVEL DE POST GRADO A LOS BIOQUIMICOS INVOLUCRADOS EN EL PROYECTO, AL FINALES DEL 2015 (...)","1- IMPULSAR PROYECTOS TANTO INTEGRALES COMO ESPECIFICOS QUE ABORDEN TEMAS DE INTERES COMÚN ENTRE LAS INSTITUCIONES PARTICIPANTES, DESDE UNA PERSPECTIVA MULTIDISCIPLINARIA Y MULTICENTRICA QUE INCLUYAN LA FORMACIÓN DE SUS RECURSOS HUMANOS Y EL MEJORAMIENTO D (...)",1882703952,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,"3- - DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 426/94
- APOYO LOGÍSTICO PARA EL FUNCIONAMIENTO DE LA JUNTA",0- *,1878349434,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",10- *,1816425523,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,"2- -PROYECTOS DE LEYES, ORDENANZAS Y RESOLUCIONES DICTADAS.
-ACUERDOS Y CONVENIOS APROBADOS.",0- *,1799861247,,,
27-ENTIDADES FINANCIERAS OFICIALES,01-BANCO NACIONAL DE FOMENTO (BNF),1- FORTALECIMIENTO INSTITUCIONAL,0- *,1757199088,,,
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"6- TENIENDO EN CUENTA EL DEFICIT EN ORGANIZACION, YA SEA EN COMITE O COOPERATIVAS DONDE LA NECESIDAD DE LAS MUJERES COMO MADRES ESPOSAS DEBEN SER PROTAGONISTAS DEL BIENESTAR DE SUS FAMILIAS.
EN CUANTO A LA SALUD EN EL FACTOR BIOLOGICO Y PSOCOLOGICO, LA MAT (...)",1714341860,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",73- *,1671642400,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",5- *,1628314723,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,0- *,1613649701,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,1580154398,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"5- MEJORAR LA CALIDAD DE VIDA DE LAS PERSONAS MAS VULNERABLES, PROPORCIONANDO LOS MECANISMOS Y ORIENTACIONES PARA LOGRAR SUS PROPOSITOS",1549540700,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,2- *,1544976696,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,1530650938,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,"3- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,1527668946,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,2- *,9- *,1524113760,,,
14-CONTRALORÍA GENERAL DE LA REPÚBLICA,01-CONTRALORÍA GENERAL DE LA REPÚBLICA,1- CONSISTE EN EJERCER EL CONTROL GUBERNAMENTAL MEDIANTE AUDITORIAS Y ACTIVIDADES DE CONTROL A TODOS LOS ORGANISMOS Y ENTIDADES DEL ESTADO.  MANTENER ACTUALIZADAS LA NORMATIVAS REFERENTES A LAS ACTIVIDADES DE CONTROL - AMPLIAR LA COBERTURA DEL EJERCICIO DE (...),"2- SUBPROGRAMA ORIENTADO A FORTALECER LAS CAPACIDADES INTERNAS Y EXTERNAS DE LOS FUNCIONARIOS DE LA CGR, ASI COMO DE LOS FUNCIONARIOS DE OTROS OEE.",1443693888,,,
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,1- *,5- ESTE SECTOR TENDRA COMO MISIÓN FUNDAMENTAL LA DE ATENDER A LOS SECTORES VULNERABLES DE LA SOCIEDAD ASISTIENDO A PERSONAS MITIGANDO LA EXTREMA POBREZA EXISTENTES EN LA POBLACIÓN Y EN LAS COMUNIDADES INDIGENAS. COMO ASI TAMBIEN BUSCAR LA IGUALDAD Y EQUIDA (...),1434749340,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,2- *,1393904757,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,"3- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,1376808124,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,9- *,1373583447,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",7- SERVICIO DE TRANSPORTE AEREO MILITAR,1371499237,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",9- FORMACION DE ALUMNOS DE POSTGRADO.,1349805733,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,22- *,1340794472,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,4- *,1337519683,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,1331563582,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,4- *,1305066252,,,
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,6- *,1- SISTEMA NACIONAL DE CALIDAD FORTALECIDO,1283848843,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,1278155787,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,6- *,1258193325,,,
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"1- FORMACION DE ALUMNOS DE GRADO, POSGRADO E INVESTIGACIONES POR AÑO.",1- CAPACITAR A PROFESIONALES EN LAS DISTINTAS AREAS DEL SABER HUMANO,1224516210,,,
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,1- *,5- *,1204537702,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"7- FORMACION, CAPACITACION Y ESPECIALIZACION DEL PERSONAL EN ACTIVIDADES RELACIONADAS AL EMPLEO RAPIDO DE TROPAS, EQUIPOS Y MATERIALES, EN APOYO A LA DEFENSA CIVIL Y ORGANOS DE LA DEFENSA INTERNA",1204404808,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,"3- PROMOCION DE ACCIONES DE APOYO A SECTOR DESARROLLO SOCIAL, FAMILIAS DE SECTORES VULNERABLES, ENTIDADES SIN FINES DE LUCRO, COMUNIDAD INDIGENA.",1201013878,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,13- *,0- *,1183744024,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",7- *,1177880451,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,4- *,1170359341,,,
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,1- PROCESO DE FORTALECIMIENTO INSTITUCIONAL PARA IMPLEMENTAR LA COOPERACIÓN TECNICA QUE CONTRIBUYA  AL AREFORMA INSTITUCIONAL DEL CAH.,0- *,1155845082,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL. CONTRIBUIR CON LA CALIDAD E INOCUIDAD DE PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL VOLVIENDOLOS (...),5- CRIA DE ANIMALES BOVINOS SENSIBLES A LA FIEBRE AFTOSA EN CONDICIONES DE BIOSEGURIDAD Y PUESTOS A DISPOSICION DEL LABORATORIO DEL SENACSA PARA LAS PRUEBAS LABORATORIALES DE CONTROL DE BIOLOGICOS.,1151384600,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",8- CONTRIBUIR A LA MEJORA DE LA CALIDAD DE VIDA DE LAS PERSONAS ADULTAS MAYORES; A FIN DE QUE ALCANCEN EL MÁXIMO DE SUS POTENCIALIDADES,1146219560,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",4- *,1110879347,,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,6- *,0- *,1088495371,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,16- *,1078136848,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,9- *,1060787393,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"1- EL COMANDO LOGISTICO COMPONENTE DE LAS FFMM, CREADO PARA ARMONIZAR Y COORDINAR EL APOYO LOGISTICO A LAS UNIDADDES DEL EJERCITO Y MEDIANTE ORDEN A LAS DEMÁS UNIDADES DE LAS FFMM, A TRAVÈS DEL CUARTEL GENERAL Y LAS DISTINTAS DIRECCIONES DE SERVICIOS COMPO (...)",1060162555,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,1- *,1021397100,,,
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,5- *,1018956943,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,20- OBRAS COMPLEMENTARIAS NECESARIAS PARA LA CULMINACIÓN DE LA REHABILITACIÓN Y PAVIMENTACIÓN DE LA RUTA NACIONAL N° 10 DE LAS RESIDENTAS.,1015156657,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,4- *,1014445190,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,3- *,997326503,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,4- *,954690730,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"4- ES EL ORGANO DISCIPLINARIO, JURISDICCIONAL Y PENAL MILITAR. CONSTITUCIONALMENTE CREADO PARA ENTENDER EN LAS DISTINTAS INSTANCIAS LAS CAUSAS SOMETIDAS A SU JUZGAMIENTO BAJO LA LEY MILITAR; ASIMISMO, LA REALIZACION DE ESTUDIOS Y ANALISIS PARA LA ACTUALIZA (...)",951962652,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",1- *,927663592,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"2- 1 - LOGRAR LA REVERSIÓN DE LA SITUACIÓN DE LA BALANZA COMERCIAL.
2 - DISMINUIR LA INFORMALIDAD EN EL COMERCIO DE SERVICIOS.
3 - ORDENAR Y REGLAMENTAR EL MERCADO DE COMBUSTIBLES DERIVADOS DEL PETRÓLEO.
4 - PROTEGER, REGULAR, DIFUNDIR LOS DERECHOS DEL CON (...)",8- *,906003183,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,2- *,853466032,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"1- ORGANISMO QUE TIENE LA MISION DE COMADAR LAS FUERZAS ARMADAS DE LA NACION Y LA RESPONSABILIDAD EN LA PREPARACION DEL PERSONAL MILITAR Y DE SU ESTRUCTURA INTEGRAL COMO UN TODO, PARA EL EFICIENTE DESEMPEÑO DE LAS FUNCIONES QUE CORRESPONDE A LAS FUERZAS AR (...)",844624084,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,42- *,839947907,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,3- COORDINAR ACCIONES CON LA OCTAVA REGION SANITARIA Y EL CEPRA A FIN DE AUMENTAR LA COBERTURA DE LOS SERVICIOS DE SALUD A LOS SECTORES MAS VULNERABLES DEL DEPARTAMENTO A TRAVES DE ATENCIONES INTEGRADAS PARA MEJORAR LAS CONDICIONES DE VIDA DE LA POBLACION  (...),837561132,,,
21-BANCA CENTRAL DEL ESTADO,01-BANCO CENTRAL DEL PARAGUAY,4- -CUMPLIMIENTO DE LAS OBLIGACIONES FINANCIERAS ASUMIDAS EN TIEMPO Y FORMA.,0- *,826944680,,,
28-UNIVERSIDADES NACIONALES,08-UNIVERSIDAD NACIONAL DE CANINDEYÚ,1- *,5- *,816027403,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,16-SERVICIO NACIONAL DE CALIDAD Y SALUD ANIMAL,1- SON LAS ACCIONES INSTITUCIONALES REALIZADAS EN EL MARCO DE LA CALIDAD Y SALUD ANIMAL CON EL OBJETO DE MANTENER Y MEJORAR EL STATUS SANITARIO ANIMAL NACIONAL. CONTRIBUIR CON LA CALIDAD E INOCUIDAD DE PRODUCTOS Y SUBPRODUCTOS DE ORIGEN ANIMAL VOLVIENDOLOS (...),"4- CERTIFICADOS SANITARIOS DE PRODUCTOS DE ORIGEN ANIMAL Y CERTIFICADOS HIGIENICO SANITARIO DE SUBPRODUCTOS DE ORIGEN ANIMAL. INSPECCION ANTE Y POSMORTEN DE ANIMALES CON DESTINO A FAENA. INSPECCION Y HABILITACION DE MATADEROS, FRIGORIFICOS, MEDIOS DE TRANS (...)",804080002,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",2- *,803700528,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,2- *,793793258,,,
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,1- PAGO DE LA DEUDA DEL PROYECTO PAR 97/017,0- *,791345950,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,06-INSTITUTO PARAGUAYO DEL INDÍGENA,1- *,7- *,785657368,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,25-DIRECCION NACIONAL DE PROPIEDAD INTELECTUAL,1- *,2- *,783737271,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",4- *,779978374,,,
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,4- *,750594440,,,
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,744129203,,,
13-PODER JUDICIAL,04-CONSEJO DE LA MAGISTRATURA,"1- MEJORAR LOS NIVELES DE GESTIÓN, EFICIENCIA Y EFICACIA.",0- *,743879999,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"3- DIRECCIÓN COMPONENTE DEL COMANDO LOGISTICO, PARA REALIZAR TRABJO DE MANTENIMIENTO, REPARACIÓN Y REGISTRO DE VEHICULOS PERTENECIENTE A LAS FFAANN, ADEMÁS DE PROPORCIONA AYUDA A LOS ORGANISMOS DE GOBIERNO Y A LAS ONG`S EN CASO DE EMERGENCIA NACIONAL O DE  (...)",704946004,,,
