nivel,entidad,programa,subprograma,monto
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,52588567980
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,"4- GUARDA Y CUSTODIA DE RECLUSOS
",52527334080
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,3- *,"21- EL PROGRAMA ES EL ORGANISMO ESPECIALIZADO DEL MSPYBS, ENTODO LO REFERENTE A LA PROMOCIÓN DE LA DONACIÓN VOLUNTARIA Y ALTRUISTA DE SANGRE. OBTENCIÓN, PROCESAMIENTO, ALMACENAMIENTO, DISTRIBUCIÓN Y UTILIZACIÓN DE SANGRE SEGURA Y COMPONENTES A FIN DE GARAN (...)",52471681308
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,9- VIVIENDAS ENCUESTADAS,1- *,52275721896
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,8- TOTAL DE ALUMNOS FORMADOS POR AÑO EN LAS CARRERAS DE CIENCIAS Y TECNOLOGIA.,1- *,52086358224
25-EMPRESAS PÚBLICAS,07-INDUSTRIA NACIONAL DEL CEMENTO,"1-   SUB/PRY/PROD          DEN. DEL PROD.    CANTIDAD   UNID. DE MEDIDA
EXPL. Y ELAB DE CLINKER CLINKER           515.000         TON/AÑO
MOLIENDA DE CEMENTO     CEMENTO PORTLAND  598.449         TON/AÑO
MOLIENDA DE CAL AGRICOLA         70.000 TON/AÑO
","3- ESTE PROGRAMA TIENE POR OBJETO PREVEER LOS MEDIOS ECONOMICOS PARA LA REACTIVACION DE LA PRODUCCION DE LA CAL AGRICOLA, CUYA PLANTA SE ENCUENTRA INACTIVA A PARTIR DEL AÑO 1995.",51831990552
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,2- *,"5- LA SECRETARIA DE AGRICULTURA TIENE POR MISION COOPERAR CON EL DESARROLLO AGROPECUARIO DEL DEPARTAMENTO MEDIANTE LA COORDINACION CON LOS AGENTES PRODUCTIVOS, ASI COMO LA PROGRAMACION Y EJECUCION DE PROYECTOS PRODUCTIVOS TENDIENTES A MEJORAR EL NIVEL DE V (...)",51627185580
12-PODER EJECUTIVO,04-MINISTERIO DE RELACIONES EXTERIORES,"1- - PERSONAL DIPLOMÁTICO Y CONSULAR CAPACITADO.
- PERSONAL ADMINISTRATIVO, TÉCNICO Y GENERAL CAPACITADO.
- HITOS CONTROLADOS Y KILÓMETROS DEMARCADOS.
- DOCUMENTOS REGISTRADOS.

","2- ESTUDIO, DEMARCACIÓN,  CONTROL Y REGISTRO  DE LOS HITOS DE LOS LÍMITES DE NUESTRO PAÍS, PARA PRESERVAR LA SOBERANIA TERRITORIAL Y EVITAR  DESAVENENCIAS CON PAÍSES LIMÍTROFES.




",51547484820
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,2- INFORMATIZACION DE DATOS DE REGISTROS INMUEBLES DE TODO EL PAIS. CANTIDAD APROXIMADA 300.000,"1- -ESTABLECIMIENTO DEL MARCO LEGAL Y BASES TÉCNICAS PARA LA FORMACIÓN DEL CATASTRO REGISTRAL.
-MODERNIZACIÓN DEL SISTEMA DE REGISTRO.
-MODERNIZACIÓN DEL SISTEMA DE CATASTRO.",50438080080
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,25- *,0- *,50400000000
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"28- DOS CENTROS COMUNITARIOS: 300 NIÑOS, NIÑAS Y ADOLESCENTES RECIBEN ATENCIÓN INTEGRAL Y PREVIENEN SU SALIDA A LA CALLE; EL 60% DE LAS MADRES RECIBEN ATENCION OPORTUNA EN SITUACIONES DE VIOLENCIA INTRAFAMILIAR.  DOS CENTROS DE ATENCION  PARA NIÑOS, NIÑAS  (...)",0- *,50071285056
22-GOBIERNOS DEPARTAMENTALES,11-GOBIERNO DEPARTAMENTAL DE CENTRAL,1- *,6- *,49551375480
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,5- *,49548590448
22-GOBIERNOS DEPARTAMENTALES,02-GOBIERNO DEPARTAMENTAL DE SAN PEDRO,"1- -REDUCCIÓN DEL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- QUE LOS PROGRAMAS Y PROYECTOS SEAN EJECUTADOS EN TIEMPO Y FORMA APOYANDO LA GESTION EN FORMA EFICAZ Y EFICIENTE,49373771820
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,09-COMISIÓN NACIONAL DE VALORES,"1- - SOCIEDADES EMISORAS DE OFERTA PÚBLICA, INSCRIPTAS: 69
- FIRMAS AUDITORAS (FÍSICAS Y JURÍDICAS): 51
- BOLSA DE VALORES: 1
- CASAS DE BOLSA: 7
- ADMINISTRADORA DE FONDOS: 1
",0- *,49290002256
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,"1- - DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 346/94
- APOYO LOGÍSTICO PARA EL PROGRAMA",0- *,49186303008
25-EMPRESAS PÚBLICAS,05-DIRECCIÓN NACIONAL DE AERONAÚTICA CIVIL,"2- EFICIENCIA, CALIDAD Y SEGURIDAD; EN LOS SERVICIOS PRESTADOS A LAS AERONAVES Y PASAJEROS, POR OPERACIONES REALIZ. EN TIERRA. CON PERSONAL CAPACITADO; INFRAESTRUCTURAS, INSTALACIONES, EQUIPOS, HERRAMIENTAS E INSUMOS EN OPTIMAS CONDICIONES Y ADECUADAS.",3- BRINDAR SERVICIOS AEROPORTUARIOS EFICIENTES Y SEGUROS.,48913653372
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,"2- ES LA SECRETARÍA ENCARGA DE LA EJECUCIÓN DE PLANES, PROGRAMS Y PROYECTOS A NIVEL SANITARIO DENTRO DEL DEPARTAMENTO.",48348675312
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,48055884636
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",2- *,47574000000
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,1- CUMPLIR ADECUADAMENTE CON LOS COMPROMISOS CONTRAIDOS CON ORGANISMOS FINANCIEROS INTERNACIONALES.,0- *,47268032400
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- - 1 PRESTACIÓN DE SERVICIOS ACÁDEMICOS Y CIENTÍFICOS 64.027 SERVICIOS 12.629.025.560.
- 2 CURSOS DE ESPECIALIZACIÓN Y POSTGRADO 1.158 ALUMNOS 1.239.165.269.
- 3 EXTENSIÓN UNIVERSITARIA E INVESTIGACIÓN CIENTÍFICA 2 INVESTIGACIONES 224.783.996.
- 4 INCENT (...)",6- *,46754054880
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,8- GUARDA Y CUSTODIA DE RECLUSOS,46563480000
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,46360471128
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",5- *,46323594624
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,4- INFORMES,0- *,46292327748
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,4- - ALUMNOS FORMADOS,4- *,46015737120
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,2- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),1- INGENIERÍA AGRONÓMICA,45742686300
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,"1- ES LA SECRETARÍA ENCARGADA DE EJECUTAR PLANES, PROGRAMAS Y PROYECTOS RELACIONADOS AL SECTOR INDÍGENA.",45572153952
13-PODER JUDICIAL,03-MINISTERIO PÚBLICO,3- *,11- *,45510329988
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"1- ORGANISMO QUE TIENE LA MISION DE COMADAR LAS FUERZAS ARMADAS DE LA NACION Y LA RESPONSABILIDAD EN LA PREPARACION DEL PERSONAL MILITAR Y DE SU ESTRUCTURA INTEGRAL COMO UN TODO, PARA EL EFICIENTE DESEMPEÑO DE LAS FUNCIONES QUE CORRESPONDE A LAS FUERZAS AR (...)",45028476660
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,12-SECRETARÍA DE TRANSPORTE ÁREA METROPOLITANA DE ASUNCION,"1- -TIEMPO DE GESTIÓN DE LOS TRAMITES ADMINISTRATIVOS.
-INFORMES Y ESTADOS FINANCIEROS MENSUALES TERMINADOS EN TIEMPO Y FORMA.",0- *,45008788020
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",9- *,44377040100
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,8- *,1- *,43750278552
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",1- *,42259873128
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,"1- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,42067731024
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.","4- FORMAR PROFESIONALES COMPETENTES PARA EL CAMPO LABORAL, ATENDIENDO A LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIOECONOMICA DE LA REGIÓN Y EL PAÍS.",41967625452
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,7- *,1- *,41869322208
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,6- *,1- *,41676596460
27-ENTIDADES FINANCIERAS OFICIALES,03-CRÉDITO AGRÍCOLA DE HABILITACIÓN,3- *,0- *,41558934720
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,21- *,3- DIRECCION DE MARCAS Y SEÑALES,41336318232
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,11- *,0- ES UN ORGANISMO TÉCNICO DE CONTROL DE LAS ENTIDADES PRESTADORAS DE SERVICIOS DE SALUD EN EL AMBITO DEL SISTEMA NACIONAL DE SALUD.,41293212648
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"2- 1 - LOGRAR LA REVERSIÓN DE LA SITUACIÓN DE LA BALANZA COMERCIAL.
2 - DISMINUIR LA INFORMALIDAD EN EL COMERCIO DE SERVICIOS.
3 - ORDENAR Y REGLAMENTAR EL MERCADO DE COMBUSTIBLES DERIVADOS DEL PETRÓLEO.
4 - PROTEGER, REGULAR, DIFUNDIR LOS DERECHOS DEL CON (...)",7- *,40993018344
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,"1- - IMPLEMENTAR LA POLITICA DE APOYO INDUSTRIAL Y CONCERTARLA CON   SECTORES PRODUCTIVOS.
- APOYAR AL CONSEJO DE INVERSIONES EN TODAS LAS DILIGENCIAS   NECESARIAS
- REALIZAR EL ACTA DE LAS REUNIONES DEL CONSEJO Y TRAMITAR ANTE LAS   INSTITUCIONES DEL ESTA (...)",4- CORRESPONDE A LA DIRECCION GENERAL DE LA PROPIEDEAD INDUSTRIAL Y LA DIRECCION GENERAL DEL DERECHO DE AUTOR.,40713669324
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"5- - CONSTRUCCIÓN DE RUTAS PLANIFICADAS, CON NUEVOS TRAZADOS EN LA   REGIÓN ORIENTAL Y OCCIDENTAL, TRATANDO DE INTEGRAR LOS CORREDORES   BIOCEANICOS Y CON NACIONES VECINAS EN EL AMBITO DEL MERCOSUR.
- RECAPADO DE RUTAS QUE CUMPLIERON SU VIDA ÚTIL PLANIFICA (...)",0- *,40671630528
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"5- INCORPORACIÓN DE LOS ESTRATOS MAS VULNERABLES DE LA POBLACIÓN A LOS PROCESOS DE DESARROLLO SOCIO-ECONÓMICO Y AMBIENTAL DE LA REGIÓN, BUSCANDO LA CREACIÓN DE ENTORNOS COMPETITIVOS PARA LAS EMPRESAS PRIVADAS, PARA LOS PRODUCTORES ETC. EN LA IMPERIOSA NECE (...)",40653006252
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,3- DENTRO DE ESTE SUBPROGRAMA SE ENCUENTRAN CONTEMPLADOS LAS OBRAS DE MEJORAMIENTO DE CAMINOS TERRAPLENADOS Y ENRIPIADOS EN VARIOS TRAMOS DE LA REPÚBLICA.,40200000000
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,3- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),1- INGENIERÍA COMERCIAL,40151310876
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,"8- - PLANIFICACIÓN, PROGRAMACIÓN Y ELABORACIÓN DE PROYECTOS DE   CONSTRUCCIÓN Y MANTENIMIENTO DE CAMINOS VECINALES EN LA REPÚBLICA,   POR ADMINISTRACIÓN DIRECTA, POR TERCEROS Y A TRAVÉS DE LAS JUNTAS   VIALES REGIONALES, LOGRADOS.  
- CONVENIOS CON GOBIERN (...)",0- *,40121549820
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,32- *,39814846692
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,1- *,39796868040
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"2- ES LA DEPENDENCIA QUE SE ENCARGA DE REGISTRAR EN UNA BASE DE DATOS TODOS LOS USUARIOS POSEEDORES DE ARMAS DE USO CIVIL Y MILITAR; IGUALMENTE TODOS LOS USUARIOS QUE UTILIZAN EXPLOSIVOS, ACCESORIOS Y AFINES, EN LA REPUBLICA DEL PARAGUAY.",39715514784
13-PODER JUDICIAL,01-CORTE SUPREMA DE JUSTICIA,1- *,2- *,39370734504
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,22- *,0- *,39164237208
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,8- HABILITACIÓN DE 4933 CURSOS Y 91352 MATRÍCULAS,2- *,38764444416
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,12-SECRETARÍA DE TRANSPORTE ÁREA METROPOLITANA DE ASUNCION,1- CUANTITATIVO,0- *,38225520624
27-ENTIDADES FINANCIERAS OFICIALES,05-CAJA DE PRÉSTAMOS DEL MINISTERIO DE DEFENSA NACIONAL,"1- -TIEMPO DE GESTIÓN DE LOS TRÁMITES ADMINISTRATIVOS.
-INFORMACIONES EMITIDAS CONFIABLES Y PRECISAS.
",0- *,37835177256
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,11- *,0- *,37707977916
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",4- *,37584573384
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,7- *,2- PROVISION DE INFORMACION ESTADISTICA SOBRE EL SECTOR AGROPECUARIO PARA LA TOMA DE DECISIONES DE LAS AUTORIDADES DEL SECTOR PUBLICO Y PRIVADO.,37547828940
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,5- *,0- *,37074149916
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,"19- CONSTRUCCIÓN DE UNA NUEVA TERMINAL PORTUARIA MULTIPROPÓSITO EN LA CIUDAD DE PILAR, DEPARTAMENTO DE ÑEEMBUCÚ, CONTRIBUYENDO DE ESTE MODO AL MEJORAMIENTO DE LA INFRAESTRUCTURA PORTUARIA DEL PAÍS Y AL MEJORAMIENTO DEL SISTEMA NACIONAL DE TRANSPORTE FLUVIA (...)",36837931068
28-UNIVERSIDADES NACIONALES,02-UNIVERSIDAD NACIONAL DEL ESTE,8- *,0- *,36823015284
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,9- GUARDA Y CUSTODIA DE RECLUSOS,36611040000
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"5- CONSISTE EN ACCIONES DE CONSERVACION Y RECUPERACION DE SUELOS, FOMENTO A LA PRODUCCION HORTOFRUTICOLA Y APOYO A EMPRENDIMIENTOS NO GUBERNAMENTALES BRINDANDO APOYO  Y ASISTENCIA TECNICA EN EL AREA AGRICOLA Y GANADERA A FIN DE MEJORAR LA PRODUCCION AGROPE (...)",36503479056
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"14- -LA CAPACITACION DE RRHH CALIFICADOS EN ENFERMERIA Y OBSTETRICIA, DE NIVEL UNIVERSITARIO, PARA FORTALECER LOS SERVICIOS SOCIALES Y DE SALUD, REGIONALES Y NACIONALES.","3- * DADA LA ESCASEZ DE PERSONAL CALIFICADO EN ENFERMERIA, PARA LA ATENCION DEL CUIDADO DE LA SALUD, EN RELACION A LAS NECESIDADES DE LA COMUNIDAD, LA ESCUELA DE ENFERMERIA TIENE UN ALTO COMPROMISO SOCIAL DE PROVEER UN PROFESIONAL CAPAZ DE AYUDAR EN LA SOL (...)",36096115260
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"3- - MERCADOS DE LA CARNE MANTENIDOS E INCREMENTADOS
- REGISTROS PROFESIONALES EMITIDOS
- PROCESOS ADMINISTRATIVOS Y FINANCIEROS REALIZADOS
- DOCUMENTOS INTERNOS Y EXTERNOS ATENDIDOS Y DICTAMINADOS",0- *,35965558356
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,4- *,"1- GRAN COMANDO CUYA FUNCION ES COORDINAR LAS ACCIONES DE LOS MANDOS SUPERIORES DEL EJERCITO, ARMADA, Y DE LA FUERZA AEREA, PARA ASEGURAR EL FIEL CUMPLIMIENTO DE LA MISION CONSTITUCIONAL ASIGNADA A LAS FUERZAS MILITARES. COLABORA ADEMAS CON EL COMANDO EN J (...)",35951820672
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,7- INSCRIPCIONES,0- *,35730000000
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,16- FORTALECIMEINTO DE LA CAPACIDAD DE GESTION DE LOS RECURSOS HUMANOS EN EL CUMPLIMIENTO DE LAS FUNCIONES ESENCIALES DE SALUD PUBLICA.,1- *,35146519572
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,"6- ESTABLECER ESTRATEGIAS DE CONSERVACION DE SUELO COMO RECURSO NATURAL Y ECONOMICO DE LA PRODUCCION AGROPECUARIA QUE PERMITA EL INCREMENTO SOSTENIDO DE LA PRODUCTIVIDAD AGRICOLA, EL AUMENTO DE LOS CONOCIMIENTOS TECNOLOGICOS, LA DISMINUCION DE LA MIGRACION (...)",34919590500
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",2- *,34133149164
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",4- *,34081755912
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,5- *,1- *,34047746724
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"12- DIRECTORIO GENERAL DE EMPRESAS INDUSTRIALES, COMERCIALES Y DE SERVICIO",0- *,33709974276
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"17- NUMEROS DE DOCUMENTOS FORMALIZADOS, DEMANDA DE DATOS DOCUMENTADOS, OPTIMIZACION DEL SISTEMA ADMINISTRATIVO.",0- *,33709590612
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,4- ASISTIR ADMINISTRATIVAMENTE A 14 PENITENCIARIAS DEL PAIS,7- GUARDA Y CUSTODIA DE RECLUSOS,33171888480
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,9- -FORMAR PROFESIONALES EN CIENCIAS VETERINARIAS. REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA PECUARIA. PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL.PRESTAR SERVICIOS DE ASISTENCIA MEDICA-HOSPITALARIA.PRESTAR SERVICIOS LABORATORIAL (...),1- FORMACION PROFESIONAL EN CIENCIAS VETERINARIAS -,33158764920
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,1- *,33- *,32775000000
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,9- *,32755822440
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"5- -FORMAR PROFESIONALES EN CONTADURIA PUBLICA, ECONOMIA Y ADMINISTRACION. 
-REALIZAR TRABAJOS DE INVESTIGACION EN EL AREA DE LAS CIENCIAS ECONOMICAS. 
-PRESTAR SERVICIOS DE ASISTENCIA TECNICA Y CAPACITACION PROFESIONAL. -REALIZAR DE CURSOS DE POSGRADO EN  (...)",6- *,32478107640
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,13- *,0- *,32181181416
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,2- *,0- *,31951238868
